Year,MO,DY,WS2M,T2M_MIN,T2M_MAX,T2MDEW,PRECTOTCORR,WS10M,PS,WD10M,SSM,SUSM
2017,8,6,1.11,27.06,36.17,23.25,6.28,1.85,97.49,290.69,15.745,52.665
2017,8,7,1.3,26.58,34.77,24.33,6.37,2.05,97.59,297.31,18.247,53.552
2017,8,8,0.57,26.81,35.74,24.49,0.72,0.85,97.62,245.69,16.613,57.46
2017,8,9,0.44,27.9,33.11,24.87,9.87,0.74,97.5,162.38,14.979,61.368
2017,8,10,2.51,26.55,36.29,24.58,2.02,3.77,97.27,260.12,13.345,65.276
2017,8,11,3.92,26.12,37.61,22.87,0.65,5.81,97.22,268.0,12.236,62.698
2017,8,12,3.77,26.67,37.26,22.73,0.21,5.55,97.26,262.94,11.128,60.12
2017,8,13,2.76,26.4,36.96,23.09,0.02,4.08,97.5,249.44,10.019,57.542
2017,8,14,1.88,25.59,36.12,22.69,0.95,2.82,97.81,249.94,9.506,54.698
2017,8,15,1.97,26.98,37.48,22.33,0.0,2.98,97.68,281.69,8.993,51.853
2017,8,16,2.95,26.49,38.18,20.14,0.0,4.48,97.43,291.75,8.48,49.009
2017,8,17,2.41,25.7,38.26,20.19,0.0,3.7,97.37,299.62,11.322,50.526
2017,8,18,1.69,25.46,38.71,19.75,0.02,2.65,97.47,253.81,14.164,52.044
2017,8,19,1.5,26.19,32.02,23.82,28.1,2.25,97.79,120.25,17.006,53.561
2017,8,20,1.57,25.24,35.76,23.9,0.51,2.3,97.75,113.62,16.987,55.778
2017,8,21,1.76,26.11,35.59,23.58,0.43,2.61,97.62,130.31,16.968,57.994
2017,8,22,0.75,26.49,36.67,23.36,2.98,1.15,97.61,171.38,16.949,60.211
2017,8,23,0.89,26.39,34.08,24.01,14.8,1.4,97.75,161.56,15.908,60.552
2017,8,24,0.8,25.35,33.81,23.83,0.77,1.31,97.7,132.19,14.866,60.892
2017,8,25,0.62,25.93,35.23,23.25,2.53,1.08,97.53,205.25,13.825,61.233
2017,8,26,1.23,26.34,34.69,24.33,4.14,1.84,97.41,164.5,15.242,62.878
2017,8,27,1.02,25.5,36.54,22.91,0.5,1.6,97.41,163.38,16.658,64.522
2017,8,28,2.37,25.9,32.16,24.27,5.06,3.45,97.61,97.12,18.075,66.167
2017,8,29,2.77,25.75,32.8,23.31,0.09,4.13,97.69,84.31,20.419,74.055
2017,8,30,2.87,26.29,33.4,24.53,1.35,4.22,97.71,109.12,22.762,81.944
2017,8,31,1.99,26.15,30.8,25.57,17.98,2.95,97.77,129.56,25.106,89.832
2017,9,1,1.51,25.68,31.48,25.11,28.05,2.29,97.69,245.75,22.96,92.996
2017,9,2,2.43,23.8,31.6,23.38,10.67,3.63,97.73,266.88,20.815,96.159
2017,9,3,1.58,22.68,33.33,21.65,0.16,2.3,97.79,245.94,18.669,99.323
2017,9,4,1.6,23.9,34.37,21.77,0.0,2.48,97.93,256.44,18.794,96.744
2017,9,5,2.09,24.57,34.75,23.04,0.22,3.22,97.89,282.94,18.919,94.164
2017,9,6,1.55,24.14,34.61,22.48,6.3,2.56,97.9,269.31,19.044,91.585
2017,9,7,1.19,24.3,32.65,23.52,14.96,1.87,98.01,244.62,17.81,89.37
2017,9,8,1.29,23.72,33.65,22.83,0.0,2.02,98.05,297.25,16.576,87.156
2017,9,9,1.7,22.72,34.79,21.62,0.0,2.61,97.9,284.44,15.342,84.941
2017,9,10,1.48,23.55,35.45,20.74,0.02,2.48,97.98,214.56,14.651,81.661
2017,9,11,1.81,25.09,35.55,21.16,0.0,2.9,98.12,255.5,13.961,78.382
2017,9,12,1.8,23.07,35.38,20.08,0.01,2.77,98.13,297.5,13.27,75.102
2017,9,13,1.38,23.47,35.69,20.27,0.0,2.24,98.12,249.88,12.801,71.769
2017,9,14,1.37,24.14,35.48,21.27,0.0,2.16,98.06,257.81,12.332,68.437
2017,9,15,1.46,23.98,35.94,20.57,0.0,2.35,97.96,254.5,11.863,65.104
2017,9,16,1.38,23.6,34.69,18.73,0.05,2.3,97.94,318.12,11.445,62.528
2017,9,17,2.2,22.98,36.68,18.49,0.0,3.45,97.85,320.06,11.027,59.952
2017,9,18,1.98,22.29,36.89,16.68,1.72,3.2,97.8,314.94,10.609,57.376
2017,9,19,1.18,22.5,37.11,14.7,1.25,2.01,97.79,304.25,13.741,66.727
2017,9,20,1.16,22.19,37.81,14.05,0.01,2.04,97.71,156.56,16.874,76.078
2017,9,21,1.38,22.49,36.63,18.94,0.28,2.21,97.74,149.94,20.006,85.429
2017,9,22,3.13,24.3,27.62,23.34,30.09,4.63,97.68,69.56,20.748,93.091
2017,9,23,1.63,21.22,28.95,22.79,68.69,2.37,97.88,228.12,21.489,100.753
2017,9,24,1.91,18.33,29.97,20.43,3.83,3.01,98.16,305.06,22.231,108.415
2017,9,25,1.85,18.9,32.51,18.85,0.0,3.15,97.94,294.75,21.126,105.673
2017,9,26,1.62,19.07,32.44,17.84,0.0,2.66,98.04,304.94,20.02,102.931
2017,9,27,1.12,20.42,33.19,16.98,0.0,1.69,98.14,234.38,18.915,100.189
2017,9,28,1.09,21.7,33.1,17.38,0.0,1.65,98.02,208.31,18.192,96.873
2017,9,29,1.01,22.83,33.12,17.76,0.0,1.45,97.98,263.19,17.47,93.557
2017,9,30,1.25,21.34,33.59,16.55,0.0,1.93,98.18,264.5,16.747,90.241
2017,10,1,1.18,19.35,33.37,14.16,0.0,1.8,98.17,274.81,16.093,87.015
2017,10,2,1.22,20.58,34.54,14.99,0.0,1.95,98.05,284.81,15.438,83.79
2017,10,3,1.25,20.99,33.56,14.15,0.0,1.95,98.19,208.5,14.784,80.564
2017,10,4,1.06,19.78,33.61,14.88,0.0,1.77,98.34,219.31,14.197,77.444
2017,10,5,1.56,19.73,33.99,15.33,0.0,2.57,98.34,215.25,13.611,74.324
2017,10,6,1.72,18.28,34.98,14.74,0.0,3.05,98.3,323.81,13.024,71.204
2017,10,7,1.38,18.11,34.14,15.14,0.0,2.13,98.2,314.44,12.46,68.091
2017,10,8,0.85,21.64,34.4,15.46,0.0,1.22,98.16,176.06,11.897,64.978
2017,10,9,0.73,21.26,35.36,14.83,0.0,1.08,98.17,94.25,11.333,61.865
2017,10,10,0.88,20.9,34.8,15.12,0.0,1.36,98.13,170.69,10.952,59.404
2017,10,11,0.72,22.14,34.4,16.02,0.0,1.09,98.16,141.06,10.571,56.944
2017,10,12,1.24,21.51,33.65,15.09,0.0,1.87,98.13,253.88,10.19,54.483
2017,10,13,1.63,19.97,34.48,13.72,0.0,2.65,97.94,297.38,9.779,52.254
2017,10,14,1.39,20.77,35.39,11.0,0.0,2.33,97.92,294.31,9.367,50.026
2017,10,15,1.51,18.75,35.2,10.17,0.0,2.52,97.95,317.5,8.956,47.797
2017,10,16,1.5,18.84,35.46,9.23,0.0,2.51,98.03,312.62,8.596,45.82
2017,10,17,1.7,16.74,34.3,10.19,0.0,2.84,98.17,315.94,8.236,43.842
2017,10,18,1.7,17.25,34.22,9.71,0.0,2.73,98.31,331.38,7.876,41.865
2017,10,19,1.09,19.08,36.29,11.58,0.0,1.95,98.28,181.06,7.564,40.152
2017,10,20,1.32,20.35,35.99,10.8,0.0,2.41,98.24,324.5,7.251,38.44
2017,10,21,1.85,18.58,33.87,9.44,0.0,3.17,98.1,312.25,6.939,36.727
2017,10,22,1.2,19.08,34.22,7.16,0.0,1.84,98.01,192.88,6.679,35.201
2017,10,23,1.18,20.01,34.66,7.69,0.0,2.06,98.21,250.69,6.418,33.675
2017,10,24,1.95,16.41,33.46,7.23,0.0,3.47,98.48,306.94,6.158,32.149
2017,10,25,1.45,14.25,32.18,5.74,0.0,2.4,98.75,307.06,5.921,30.849
2017,10,26,0.8,15.73,31.79,5.58,0.0,1.14,98.86,118.44,5.685,29.548
2017,10,27,1.17,17.32,32.13,5.26,0.0,1.8,98.73,166.88,5.448,28.248
2017,10,28,1.1,17.12,32.26,7.26,0.0,1.8,98.69,163.38,5.253,27.134
2017,10,29,1.2,15.56,30.64,7.65,0.0,1.94,98.93,169.75,5.059,26.019
2017,10,30,1.09,17.15,30.37,8.03,0.0,1.74,98.94,218.38,4.864,24.905
2017,10,31,0.94,17.62,30.12,8.44,0.0,1.43,98.76,211.25,4.743,24.057
2017,11,1,1.16,14.59,29.86,10.06,0.0,2.02,98.84,133.88,4.621,23.208
2017,11,2,1.23,14.75,30.61,11.23,0.0,2.2,98.74,186.25,4.5,22.36
2017,11,3,0.63,17.3,29.95,9.62,0.0,0.91,98.76,95.69,4.374,21.688
2017,11,4,0.9,18.73,30.51,11.12,0.0,1.23,98.97,130.31,4.247,21.016
2017,11,5,1.15,17.91,30.31,11.16,0.0,1.79,98.98,305.44,4.121,20.344
2017,11,6,1.55,15.83,29.32,9.82,0.0,2.75,98.86,301.5,4.049,19.834
2017,11,7,1.41,13.87,29.02,8.45,0.0,2.62,98.82,311.19,3.978,19.323
2017,11,8,1.69,13.19,29.08,7.49,0.0,2.98,98.81,310.12,3.906,18.813
2017,11,9,1.6,14.48,30.53,7.23,0.0,2.7,98.69,324.81,3.829,18.406
2017,11,10,1.39,14.01,30.19,6.38,0.0,2.41,98.8,325.06,3.751,17.998
2017,11,11,1.3,14.92,29.18,6.14,0.0,2.21,98.88,309.69,3.674,17.591
2017,11,12,1.53,13.05,28.41,5.62,0.0,2.69,98.64,308.81,3.605,17.271
2017,11,13,0.91,14.19,28.6,4.94,0.0,1.46,98.5,222.31,3.537,16.952
2017,11,14,2.15,13.12,27.64,6.83,0.0,3.58,98.51,120.38,3.468,16.632
2017,11,15,1.54,12.95,27.43,7.74,0.0,2.49,98.66,99.31,3.417,16.366
2017,11,16,1.5,14.36,27.62,7.77,0.0,2.58,98.79,210.5,3.365,16.099
2017,11,17,2.18,13.15,26.13,8.15,0.05,3.39,98.81,324.88,3.314,15.833
2017,11,18,2.19,13.31,27.7,8.23,0.09,3.33,98.83,310.88,3.286,15.637
2017,11,19,2.67,12.91,25.98,4.87,0.01,4.08,98.96,315.06,3.258,15.442
2017,11,20,2.27,9.25,25.2,1.29,0.0,3.74,99.07,303.75,3.23,15.246
2017,11,21,2.26,7.93,24.76,1.81,0.0,3.73,98.87,294.88,3.184,15.048
2017,11,22,2.3,8.67,26.09,0.49,0.0,3.8,98.78,302.56,3.139,14.85
2017,11,23,2.12,8.65,25.97,-1.49,0.0,3.5,98.71,299.5,3.093,14.652
2017,11,24,1.88,7.56,26.01,-1.84,0.0,3.32,98.87,303.94,3.042,14.449
2017,11,25,1.7,7.82,26.02,-1.74,0.0,2.76,98.92,304.44,2.992,14.247
2017,11,26,1.55,11.54,26.58,-0.67,0.0,2.52,99.08,316.0,2.941,14.044
2017,11,27,2.16,8.15,25.15,0.08,0.0,3.82,98.8,291.81,2.92,13.888
2017,11,28,1.75,8.39,26.96,0.44,0.0,2.88,98.72,307.31,2.899,13.731
2017,11,29,0.77,11.27,26.45,0.29,0.0,1.12,98.97,203.62,2.878,13.575
2017,11,30,1.66,10.03,26.5,1.66,0.0,2.73,98.92,310.75,2.875,13.479
2017,12,1,1.41,8.45,25.84,-0.02,0.0,2.4,98.94,319.5,2.872,13.384
2017,12,2,1.09,11.53,25.55,-0.2,0.0,1.65,99.06,253.12,2.869,13.288
2017,12,3,1.19,12.19,24.78,1.15,0.0,1.8,99.02,249.25,2.877,13.314
2017,12,4,1.19,11.11,23.25,1.3,0.0,1.78,98.87,314.62,2.886,13.341
2017,12,5,1.28,12.73,25.15,1.96,0.0,2.17,98.89,263.19,2.894,13.367
2017,12,6,1.56,10.2,26.22,2.12,0.0,2.8,98.77,297.31,2.856,13.284
2017,12,7,2.09,11.51,25.4,-1.29,0.0,3.37,98.9,302.19,2.818,13.202
2017,12,8,2.27,9.1,25.9,-3.57,0.0,3.7,98.91,299.81,2.78,13.119
2017,12,9,1.18,8.8,26.15,-1.19,0.0,1.98,98.88,278.81,3.174,13.484
2017,12,10,1.13,11.44,25.89,1.08,0.0,1.87,98.91,305.31,3.567,13.848
2017,12,11,1.16,10.86,24.88,3.26,0.51,2.02,98.77,127.31,3.961,14.213
2017,12,12,1.48,11.8,21.45,10.83,6.42,2.33,98.88,202.06,3.691,14.342
2017,12,13,1.54,9.25,21.9,7.92,0.0,2.63,99.13,322.19,3.422,14.47
2017,12,14,2.04,6.58,21.68,3.87,0.0,3.21,99.27,313.94,3.152,14.599
2017,12,15,2.47,5.57,22.81,2.08,0.0,3.7,99.36,309.12,3.122,14.48
2017,12,16,3.07,4.83,21.82,-1.68,0.0,4.59,99.48,297.44,3.091,14.361
2017,12,17,3.09,4.08,23.73,-2.67,0.0,4.65,99.44,294.81,3.061,14.242
2017,12,18,2.91,5.14,25.47,-0.91,0.0,4.49,99.28,292.75,3.023,14.118
2017,12,19,2.09,7.52,24.22,0.96,0.0,3.23,99.26,291.75,2.986,13.994
2017,12,20,1.27,8.8,24.21,2.99,0.0,2.31,99.4,321.69,2.948,13.87
2017,12,21,1.91,10.2,26.2,4.88,0.0,3.11,99.37,308.44,2.934,13.766
2017,12,22,3.09,9.15,25.6,2.79,0.0,4.71,99.16,300.44,2.921,13.661
2017,12,23,2.78,7.89,25.2,0.78,0.0,4.4,98.86,290.5,2.907,13.557
2017,12,24,1.31,8.01,24.91,1.58,0.0,2.39,98.92,315.75,2.918,13.538
2017,12,25,2.27,8.09,23.1,1.91,0.0,3.88,99.12,303.06,2.928,13.52
2017,12,26,1.82,5.81,23.19,-0.87,0.0,3.1,99.15,300.44,2.939,13.501
2017,12,27,1.4,6.47,23.73,-0.46,0.0,2.3,99.05,307.81,2.933,13.507
2017,12,28,1.52,9.54,25.26,1.52,0.0,2.55,99.01,314.0,2.926,13.514
2017,12,29,1.4,9.15,24.75,1.7,0.0,2.55,99.06,307.56,2.92,13.52
2017,12,30,1.15,9.14,22.68,-0.43,0.0,2.17,99.1,311.44,2.937,13.513
2017,12,31,1.34,8.19,22.13,-2.35,0.0,2.52,98.98,309.5,2.954,13.505
2018,1,1,1.36,5.25,20.56,-3.44,0.0,2.46,98.8,313.5,2.971,13.498
2018,1,2,1.56,3.85,20.48,-2.86,0.0,2.79,98.86,312.38,2.997,13.577
2018,1,3,1.75,4.17,21.2,-2.83,0.0,3.16,98.91,312.5,3.023,13.656
2018,1,4,1.46,4.26,22.2,-4.3,0.0,2.38,98.9,248.31,3.049,13.735
2018,1,5,1.35,6.75,21.87,-3.95,0.0,2.2,98.86,226.25,3.061,13.831
2018,1,6,2.02,3.89,21.78,-1.88,0.0,3.48,98.78,305.0,3.073,13.927
2018,1,7,2.38,4.14,21.68,-2.17,0.0,3.98,98.86,295.31,3.085,14.023
2018,1,8,1.88,3.61,21.74,-2.67,0.0,3.23,99.04,297.25,3.106,14.13
2018,1,9,2.05,3.86,23.07,-2.99,0.0,3.61,99.23,301.44,3.127,14.236
2018,1,10,2.7,4.82,22.8,-4.61,0.0,4.35,99.17,293.12,3.148,14.343
2018,1,11,2.52,4.48,24.73,-5.06,0.0,4.13,99.0,295.5,3.153,14.441
2018,1,12,2.13,7.12,25.2,-3.04,0.0,3.48,98.93,304.56,3.158,14.538
2018,1,13,1.88,7.18,23.86,-2.15,0.0,3.14,98.95,305.31,3.163,14.636
2018,1,14,1.77,5.72,24.41,-3.42,0.0,3.2,98.97,296.06,3.148,14.607
2018,1,15,2.4,5.18,23.8,-4.03,0.0,4.05,98.96,296.5,3.134,14.579
2018,1,16,2.15,4.23,26.25,-7.17,0.0,3.27,98.71,248.19,3.119,14.55
2018,1,17,1.34,4.4,24.98,-4.93,0.0,2.08,98.89,139.38,3.104,14.523
2018,1,18,1.73,8.93,27.38,-3.12,0.0,2.97,98.89,254.69,3.088,14.495
2018,1,19,2.05,7.48,25.67,-1.78,0.0,3.56,98.97,303.75,3.073,14.468
2018,1,20,2.39,5.77,25.71,-5.82,0.0,3.95,98.84,289.94,3.727,14.749
2018,1,21,1.52,4.39,24.04,-7.09,0.0,2.46,98.83,238.31,4.382,15.029
2018,1,22,1.09,8.01,25.23,-6.22,0.0,1.72,98.67,120.25,5.036,15.31
2018,1,23,2.01,7.75,19.91,-0.56,5.08,3.27,98.54,118.06,4.562,15.925
2018,1,24,1.55,7.1,19.69,5.98,0.02,2.6,98.74,236.81,4.088,16.54
2018,1,25,2.45,5.62,21.73,2.72,0.06,3.99,98.64,297.19,3.614,17.155
2018,1,26,1.8,5.44,22.69,-0.71,0.0,3.16,98.74,306.62,3.544,16.94
2018,1,27,1.72,3.76,22.3,-2.8,0.0,3.16,98.77,301.56,3.474,16.725
2018,1,28,1.95,4.05,24.27,-3.63,0.0,3.47,98.84,299.75,3.404,16.51
2018,1,29,2.42,5.87,25.3,-3.33,0.0,4.1,98.96,301.75,3.331,16.211
2018,1,30,3.52,9.44,28.85,-1.74,0.0,5.39,98.87,293.94,3.258,15.911
2018,1,31,3.8,10.82,26.04,-0.6,0.0,5.76,98.75,294.69,3.185,15.612
2018,2,1,2.38,11.64,29.05,1.92,0.0,3.88,98.77,303.62,3.192,15.517
2018,2,2,2.05,10.8,28.16,2.31,0.0,3.49,98.6,309.12,3.198,15.421
2018,2,3,1.73,10.23,26.54,-2.37,0.0,2.98,98.87,313.75,3.205,15.326
2018,2,4,2.17,7.24,26.65,-5.67,0.0,3.62,98.9,303.06,3.215,15.369
2018,2,5,1.62,7.79,25.59,-10.27,0.0,2.88,99.14,307.38,3.226,15.413
2018,2,6,2.19,10.11,27.15,-8.5,0.0,3.48,99.07,312.0,3.236,15.456
2018,2,7,2.56,5.16,27.14,-10.86,0.0,4.21,98.83,299.25,3.204,15.319
2018,2,8,1.68,6.4,25.51,-11.06,0.0,3.06,98.71,298.5,3.171,15.183
2018,2,9,2.09,6.27,26.18,-8.99,0.0,3.63,98.72,309.31,3.139,15.046
2018,2,10,1.59,8.76,27.15,-8.81,0.0,2.66,98.98,301.69,5.061,17.06
2018,2,11,1.97,11.31,28.29,-6.38,0.05,3.32,98.9,101.38,6.984,19.074
2018,2,12,3.37,11.83,20.16,8.24,2.76,5.07,99.16,98.5,8.906,21.088
2018,2,13,1.56,9.67,24.92,7.4,0.01,2.62,99.56,234.44,7.434,21.726
2018,2,14,3.12,8.06,25.11,2.3,0.0,4.77,99.53,303.56,5.963,22.364
2018,2,15,3.09,9.01,25.01,4.34,0.0,4.73,99.31,293.88,4.491,23.002
2018,2,16,2.41,10.77,27.32,5.18,0.0,3.82,99.17,297.56,4.315,22.21
2018,2,17,2.8,12.37,29.9,2.4,0.0,4.5,98.64,291.62,4.14,21.417
2018,2,18,2.16,9.98,29.1,-4.99,0.0,3.7,98.6,303.12,3.964,20.625
2018,2,19,1.78,10.51,28.9,-4.78,0.0,3.01,98.76,304.25,3.868,20.037
2018,2,20,1.7,11.69,30.57,0.63,0.0,2.9,98.69,298.12,3.771,19.45
2018,2,21,1.97,14.91,32.04,3.63,0.0,3.28,98.48,300.38,3.675,18.862
2018,2,22,1.84,15.3,32.55,3.16,0.0,3.19,98.39,281.31,6.862,21.463
2018,2,23,1.12,16.57,32.37,1.08,0.0,1.89,98.43,157.81,10.05,24.065
2018,2,24,1.77,16.94,32.21,1.98,0.0,2.83,98.62,128.38,13.237,26.666
2018,2,25,1.97,17.26,31.73,4.5,0.25,3.04,98.89,245.88,10.739,27.945
2018,2,26,3.3,12.37,29.16,4.08,0.0,4.98,98.71,289.56,8.241,29.224
2018,2,27,2.38,14.6,32.44,7.01,0.0,3.8,98.64,302.56,5.743,30.503
2018,2,28,1.62,15.17,31.71,4.62,0.0,2.88,98.66,312.56,5.577,29.328
2018,3,1,2.05,15.19,32.55,3.97,0.0,3.38,98.47,313.94,5.41,28.152
2018,3,2,2.16,15.33,33.94,4.9,0.0,3.51,98.34,313.38,5.244,26.977
2018,3,3,2.17,16.79,33.49,6.25,0.06,3.42,98.18,314.5,4.991,26.042
2018,3,4,2.5,16.87,32.33,8.07,1.0,3.77,98.29,321.19,4.739,25.107
2018,3,5,2.3,13.33,30.62,3.44,0.0,3.7,98.67,314.31,4.486,24.172
2018,3,6,2.92,13.17,30.3,2.27,0.0,4.56,98.73,297.0,4.252,23.085
2018,3,7,2.66,11.96,32.94,-0.51,0.0,4.2,98.61,302.19,4.019,21.998
2018,3,8,1.69,14.38,33.44,-0.08,0.0,2.76,98.76,318.06,3.785,20.911
2018,3,9,2.36,15.37,34.04,2.19,0.0,3.8,98.74,319.12,3.646,20.013
2018,3,10,2.91,14.96,33.86,2.27,0.0,4.52,98.62,308.62,3.506,19.116
2018,3,11,2.52,14.98,34.08,4.15,0.0,3.97,98.53,301.06,3.367,18.218
2018,3,12,2.62,16.32,35.38,3.28,0.0,4.21,98.53,300.75,3.266,17.454
2018,3,13,2.0,16.17,37.02,0.55,0.0,3.15,98.37,245.94,3.164,16.69
2018,3,14,1.88,17.24,37.05,-1.76,0.0,2.9,98.2,170.81,3.063,15.926
2018,3,15,2.22,16.52,34.71,-0.42,0.0,3.48,98.23,261.19,3.019,15.522
2018,3,16,2.08,16.94,33.65,2.08,0.03,3.43,98.31,316.38,2.974,15.119
2018,3,17,2.73,14.51,32.09,-1.98,0.0,4.32,98.44,304.38,2.93,14.715
2018,3,18,2.65,13.17,35.12,-4.95,0.0,4.39,98.57,308.12,2.945,14.455
2018,3,19,2.24,16.15,36.26,-1.55,0.0,3.67,98.7,313.12,2.961,14.194
2018,3,20,1.75,16.78,37.39,1.97,0.0,2.83,98.37,287.69,2.976,13.934
2018,3,21,1.66,21.3,34.66,7.46,0.44,2.62,98.17,305.75,2.899,13.768
2018,3,22,1.79,18.53,33.51,8.56,0.15,2.69,98.26,319.38,2.823,13.602
2018,3,23,2.05,16.7,32.88,5.8,0.0,3.19,98.37,304.0,2.746,13.436
2018,3,24,2.48,16.4,34.6,3.84,0.0,3.84,98.66,305.38,2.706,13.244
2018,3,25,2.65,17.06,35.89,1.7,0.0,4.15,98.74,303.81,2.666,13.051
2018,3,26,2.88,17.08,36.37,-2.59,0.0,4.54,98.58,295.0,2.626,12.859
2018,3,27,2.15,16.6,38.87,-4.49,0.0,3.58,98.28,303.38,2.607,12.688
2018,3,28,2.04,20.56,39.82,-5.24,0.0,3.25,98.19,309.06,2.588,12.517
2018,3,29,2.98,17.6,37.83,-2.22,0.0,4.61,98.12,295.38,2.569,12.346
2018,3,30,2.27,16.92,38.21,-4.74,0.0,3.52,97.91,296.0,2.56,12.241
2018,3,31,1.7,16.99,38.36,-5.64,0.0,2.72,98.16,80.25,2.551,12.136
2018,4,1,1.94,18.11,36.45,2.75,0.0,3.02,98.34,110.12,2.542,12.031
2018,4,2,1.32,19.48,37.24,6.55,0.0,2.19,98.34,139.31,2.539,11.942
2018,4,3,1.43,21.91,37.61,8.12,0.0,2.45,98.23,145.56,2.535,11.853
2018,4,4,1.48,24.3,40.53,7.14,0.0,2.41,97.97,232.25,2.532,11.764
2018,4,5,1.23,23.9,39.85,8.22,0.0,1.98,97.82,234.06,2.587,11.858
2018,4,6,1.38,24.85,38.94,8.51,0.63,2.31,97.99,306.81,2.641,11.953
2018,4,7,1.38,21.59,37.21,10.76,0.94,2.14,98.28,154.5,2.696,12.047
2018,4,8,2.48,22.08,37.42,12.73,1.69,3.57,98.34,117.69,2.905,12.474
2018,4,9,1.38,22.92,35.89,13.82,6.03,1.96,98.37,201.0,3.113,12.901
2018,4,10,1.29,20.5,36.48,14.24,2.3,1.98,98.23,175.25,3.322,13.328
2018,4,11,1.27,22.92,36.92,13.1,2.85,1.97,98.2,218.19,3.068,13.158
2018,4,12,1.36,21.26,34.92,11.99,0.27,2.19,98.23,210.81,2.814,12.988
2018,4,13,2.21,18.55,36.15,4.33,0.0,3.56,98.27,310.75,2.56,12.818
2018,4,14,2.7,20.57,38.62,5.24,0.0,4.11,98.11,303.19,2.57,12.619
2018,4,15,2.2,21.37,39.99,7.67,0.0,3.41,98.05,313.5,2.58,12.421
2018,4,16,1.54,24.59,41.1,8.38,0.0,2.5,98.09,128.12,2.59,12.222
2018,4,17,2.15,23.92,40.52,8.69,0.13,3.27,98.17,210.19,2.592,12.135
2018,4,18,4.39,25.07,40.06,8.33,0.0,6.27,98.14,311.12,2.594,12.047
2018,4,19,2.84,24.41,40.84,6.62,0.0,4.13,97.8,295.44,2.596,11.96
2018,4,20,4.16,24.55,41.63,4.64,0.39,5.98,97.67,190.56,2.557,11.861
2018,4,21,3.06,19.63,36.62,1.05,0.0,4.39,98.13,305.19,2.517,11.762
2018,4,22,3.72,19.65,36.68,1.03,0.0,5.38,98.22,303.12,2.478,11.663
2018,4,23,3.21,19.23,38.98,-0.31,0.0,4.76,98.12,297.62,2.475,11.562
2018,4,24,2.76,20.55,41.94,-2.05,0.0,4.27,97.97,293.94,2.472,11.46
2018,4,25,2.16,21.94,43.2,-1.6,0.0,3.41,97.72,283.5,2.469,11.359
2018,4,26,1.05,26.58,43.23,-2.33,0.0,1.5,97.6,226.69,2.48,11.396
2018,4,27,2.07,24.15,41.16,4.57,0.0,3.03,97.93,159.38,2.491,11.434
2018,4,28,1.55,26.09,42.67,7.37,0.06,2.43,97.87,156.62,2.502,11.471
2018,4,29,2.05,25.4,43.33,6.52,0.35,3.16,97.61,237.19,2.595,11.509
2018,4,30,1.7,26.1,42.88,6.28,0.22,2.62,97.47,200.94,2.688,11.548
2018,5,1,2.27,25.15,42.87,8.52,0.01,3.26,97.75,175.5,2.781,11.586
2018,5,2,2.02,25.2,40.88,10.77,2.89,2.79,97.88,137.69,3.004,12.117
2018,5,3,2.52,25.63,38.9,14.58,0.24,3.59,97.97,151.06,3.228,12.647
2018,5,4,2.49,25.87,39.63,15.58,0.34,3.47,98.0,191.56,3.451,13.178
2018,5,5,1.28,27.15,41.24,11.81,0.07,1.89,97.92,267.25,3.982,13.451
2018,5,6,1.83,27.26,42.01,8.02,0.0,2.76,97.92,324.81,4.513,13.724
2018,5,7,2.45,25.97,41.94,7.98,0.0,3.64,97.77,323.44,5.044,13.997
2018,5,8,2.72,26.1,39.44,11.16,2.71,3.81,97.83,295.0,4.242,14.23
2018,5,9,2.18,23.47,38.95,10.93,0.3,3.05,98.03,288.56,3.44,14.462
2018,5,10,2.01,23.7,40.45,9.37,0.01,2.86,98.12,279.25,2.638,14.695
2018,5,11,2.12,25.09,43.42,7.47,0.0,3.04,97.83,283.25,2.885,14.397
2018,5,12,1.25,28.19,44.9,8.52,0.0,1.73,97.76,218.75,3.133,14.098
2018,5,13,1.37,28.77,43.81,9.61,0.7,2.05,97.73,202.38,3.38,13.8
2018,5,14,1.69,24.57,41.06,9.51,0.2,2.41,97.9,205.06,3.092,13.39
2018,5,15,1.43,26.4,41.62,8.88,0.0,2.02,97.79,207.94,2.804,12.979
2018,5,16,3.04,27.89,42.31,10.44,0.39,4.25,97.63,259.38,2.516,12.569
2018,5,17,2.98,26.51,43.64,5.84,0.0,4.23,97.66,312.19,2.501,12.263
2018,5,18,2.45,28.5,42.73,8.09,0.01,3.57,97.59,320.06,2.486,11.957
2018,5,19,1.7,27.84,43.29,9.62,0.03,2.55,97.6,268.0,2.471,11.651
2018,5,20,3.21,27.65,43.64,6.05,0.0,4.55,97.74,316.12,2.473,11.538
2018,5,21,3.42,26.93,44.27,2.78,0.0,4.84,97.76,319.75,2.475,11.425
2018,5,22,2.9,27.66,45.79,3.8,0.0,4.24,97.66,325.56,2.477,11.312
2018,5,23,1.55,28.92,45.66,4.68,0.0,2.39,97.53,221.19,2.478,11.277
2018,5,24,2.76,29.6,45.19,-1.2,0.01,4.09,97.48,336.06,2.478,11.242
2018,5,25,2.24,26.12,46.08,-2.33,0.0,3.47,97.47,309.69,2.479,11.207
2018,5,26,2.35,26.81,46.39,-1.84,0.0,3.45,97.41,300.81,2.476,11.205
